PRICE,RENT_STATUS,CANCELATION_PENALTY,START_DATE,END_DATE,GUEST_ID,RID
660.01,Cancelled,646.6,2002-02-20,2008-07-06,2443587977,4466
406.98,Cancelled,40.39,1959-11-15,1974-03-24,0071426684,437
177.01,Cancelled,93.96,2004-06-11,2022-05-20,6681356052,3686
803.0,Cancelled,415.04,2006-11-29,2015-12-14,7166729963,2355
86.27,Ongoing,59.46,2018-06-21,2022-03-01,9985930324,4741
634.43,Cancelled,137.36,1997-10-26,2002-09-09,0792538785,1607
682.09,Ongoing,542.97,1952-12-03,1975-04-02,2035637072,2929
695.92,Ongoing,434.46,1982-08-08,1987-12-05,1553391815,124
544.14,Cancelled,488.97,1999-03-09,2003-04-20,0153645958,4082
661.8,Ongoing,67.0,1951-07-05,1976-04-18,4609341375,4637
52.66,Ongoing,23.23,1963-01-29,1994-05-11,9302179853,815
685.16,Cancelled,563.21,1965-02-16,1967-12-29,4045706309,948
553.17,Cancelled,124.43,1994-05-07,2010-04-04,8325112304,927
108.7,Completed,89.5,1972-12-27,1980-09-18,4593948160,4075
101.44,Completed,89.37,1995-03-14,2022-11-29,2330468682,1260
343.77,Ongoing,47.94,1987-03-22,1999-04-18,7284433199,1172
1.58,Cancelled,0.81,1982-07-25,2021-03-29,4601776492,869
68.7,Ongoing,50.95,2002-10-06,2022-01-02,0500706540,1884
851.81,Cancelled,156.47,1993-05-06,2010-07-01,9409217605,2123
274.65,Ongoing,2.81,2020-01-16,2022-03-09,4294511158,4132
555.85,Ongoing,536.91,1968-05-20,2008-04-15,5026057689,4554
273.25,Completed,17.97,1961-09-08,2003-12-28,7159456698,699
956.11,Cancelled,627.57,1990-04-29,2010-03-23,8956885080,4678
970.26,Cancelled,85.36,2021-04-20,2021-12-26,5145076289,4424
913.28,Completed,211.69,1972-04-11,1986-08-16,7821074685,3728
559.62,Cancelled,500.16,2007-11-30,2021-08-28,9140870270,2990
939.78,Cancelled,290.3,1965-12-12,1985-06-26,2821996855,3069
823.64,Completed,802.0,1961-03-15,2005-01-14,8508544450,438
194.65,Completed,79.48,2016-12-03,2018-01-10,7989510054,1622
302.49,Cancelled,222.03,1986-04-22,2008-12-17,4794794823,2011
883.81,Ongoing,523.61,1983-10-26,1990-12-14,4069211790,1704
200.06,Ongoing,147.07,2000-10-22,2021-12-16,1574011870,1894
712.62,Ongoing,343.21,1975-08-21,2010-04-13,2114367362,1175
723.06,Ongoing,621.59,1973-09-08,2017-01-10,4856055740,4563
12.3,Cancelled,2.47,1977-07-07,1985-11-22,1098757850,2718
830.73,Cancelled,518.84,1987-05-20,1995-09-03,6584007123,3936
605.78,Ongoing,529.72,1968-05-18,2012-06-10,2534566022,2285
95.85,Completed,83.55,1988-07-09,2023-01-29,9899413305,2551
388.16,Cancelled,149.02,2003-09-24,2018-07-20,5517140818,4532
590.46,Ongoing,204.23,1988-10-31,1990-02-22,8273333201,463
469.55,Ongoing,30.45,1996-07-15,2010-07-05,7704529505,4649
287.87,Completed,39.64,1958-01-02,2003-05-31,8133200146,2454
321.99,Cancelled,252.77,1962-01-17,2018-07-28,0377071129,3240
620.79,Cancelled,82.88,2005-01-25,2011-06-17,4651143431,2654
915.76,Ongoing,591.34,1984-07-26,2022-07-07,9409217605,1473
775.34,Ongoing,749.83,1965-08-11,1980-12-21,1892778275,4627
357.81,Cancelled,250.22,1967-08-29,2014-10-15,3289159703,4432
262.19,Cancelled,162.32,2016-04-25,2020-08-16,6673256856,392
401.77,Ongoing,341.62,1981-06-06,2001-07-11,0640276177,2959
17.66,Completed,12.08,1976-10-27,1983-05-12,4149261528,116
718.62,Cancelled,652.43,2001-05-26,2005-02-22,7666699043,3586
620.53,Cancelled,613.67,1984-04-20,2005-11-14,1911507998,1365
567.97,Ongoing,461.42,2018-10-04,2019-12-18,2788911682,1481
436.01,Ongoing,413.77,1988-09-17,1999-03-04,9953368935,697
940.35,Cancelled,933.36,1975-09-14,2009-04-21,6774052758,1478
543.53,Completed,540.71,2015-07-13,2017-05-08,5173049317,2604
159.22,Completed,152.36,1964-12-10,1996-12-03,7249952380,2711
49.14,Cancelled,10.4,1977-01-09,1982-05-03,2925814940,3572
861.37,Completed,73.22,2002-10-14,2014-08-06,1624103165,2997
456.11,Completed,198.77,1965-11-28,2001-01-30,9404455267,3408
894.29,Cancelled,636.22,1989-08-19,2007-10-07,1194461328,523
207.5,Cancelled,187.83,2013-08-19,2013-12-09,2267311358,1671
110.73,Cancelled,108.32,2004-09-29,2020-02-17,6972476418,3153
661.3,Cancelled,411.5,2000-11-21,2013-12-21,3247057017,3080
677.17,Ongoing,539.48,1988-11-03,2002-12-06,4647447709,280
443.27,Cancelled,392.75,1994-01-23,2014-12-05,1289017331,443
99.27,Cancelled,5.61,1982-07-25,1989-03-14,9680060187,2033
453.7,Completed,300.71,1972-06-10,1993-07-12,5295685176,1341
360.14,Completed,39.25,1954-09-16,1998-12-17,7095449135,3515
140.5,Ongoing,131.39,1981-08-30,2005-12-12,3494725582,4441
51.1,Ongoing,32.85,1982-05-26,2016-10-30,6330778050,1732
648.55,Cancelled,185.05,2015-06-03,2020-04-11,0258805342,4856
316.2,Completed,191.52,1971-12-19,2003-04-15,2700404613,3196
545.06,Completed,241.91,2005-06-09,2022-05-25,8756150502,1196
324.71,Completed,254.69,1969-11-24,2022-06-21,7245934644,1198
978.56,Cancelled,598.17,2022-12-04,2023-04-18,1277401229,1561
189.69,Ongoing,78.22,1967-01-30,1968-11-22,0949923859,1623
277.39,Cancelled,81.98,1967-06-19,2010-06-18,3788371749,565
380.68,Completed,21.52,2006-08-16,2021-02-12,4093538993,4040
168.17,Completed,105.23,1979-07-28,1983-03-30,8804358541,1805
801.68,Completed,209.29,2018-11-22,2022-04-14,7834613595,2005
749.31,Ongoing,179.11,1987-07-23,2010-09-14,5779430099,2300
760.6,Ongoing,311.82,2005-04-12,2009-06-22,4420723827,3511
86.87,Completed,48.67,1959-12-23,2014-02-18,6487568181,4915
905.54,Cancelled,318.01,1973-12-01,1974-05-27,4770640065,4835
13.87,Cancelled,5.63,1959-07-08,1963-02-28,2106938811,4277
605.54,Cancelled,25.41,1979-07-24,2005-11-23,3401009058,2368
923.8,Cancelled,215.18,1955-07-07,1998-03-25,1765428941,1795
57.36,Ongoing,33.55,2007-09-09,2020-08-16,2027718471,1289
873.72,Cancelled,43.75,1955-05-08,2014-12-20,0797639775,984
8.43,Ongoing,5.87,1969-08-10,1970-06-06,8107340583,2512
574.42,Completed,149.65,2015-07-20,2015-08-23,1219237261,3510
12.01,Cancelled,6.74,2012-08-10,2021-06-02,3289159703,684
778.22,Ongoing,592.14,1966-07-26,1977-11-17,5920950029,1426
760.35,Cancelled,352.8,2010-12-18,2016-08-08,4205357977,2150
776.01,Cancelled,190.43,1951-12-06,1956-11-29,1745504878,4338
744.54,Ongoing,144.83,1981-01-03,2004-01-05,8311177452,1090
379.68,Cancelled,376.7,1956-08-27,1984-02-01,3853653816,3905
422.95,Cancelled,239.84,1997-06-16,2000-06-04,6070834585,2687
408.07,Ongoing,13.04,1957-10-04,1994-03-10,0323436949,2907
335.86,Cancelled,98.44,1991-05-28,2008-05-16,7866753515,2313
611.12,Completed,58.7,2011-11-28,2016-11-10,4293272246,2713
754.7,Cancelled,319.12,1999-03-29,2012-04-21,0944207688,2437
781.7,Ongoing,196.48,1980-01-06,2003-05-25,8692380360,4511
847.96,Ongoing,547.95,2022-02-06,2023-06-14,3852203197,4725
40.7,Cancelled,34.24,2021-06-13,2021-07-02,0731103064,3044
64.33,Ongoing,22.83,2014-03-07,2020-12-06,8314587072,213
53.14,Completed,34.52,1971-11-20,2017-08-13,5829918945,3411
172.66,Cancelled,73.54,2021-05-17,2023-01-29,1674506787,4520
236.25,Cancelled,161.32,2017-02-25,2018-05-17,2359288131,4627
577.65,Cancelled,387.89,1989-03-25,2023-06-02,1604088737,4051
302.18,Ongoing,59.55,2009-09-11,2019-05-12,0078605643,2869
544.5,Completed,27.37,2018-08-18,2019-11-28,9496414873,4285
716.75,Cancelled,549.5,2017-04-06,2023-01-29,2383550320,422
691.82,Cancelled,673.93,1975-12-22,1993-11-04,9380468489,1882
714.16,Ongoing,535.16,1988-12-23,1994-11-23,8244593017,3434
740.16,Completed,173.54,1996-07-03,2016-09-21,7753360791,2798
698.93,Cancelled,143.68,1993-11-29,2019-06-06,0267491506,234
758.92,Cancelled,637.52,1984-08-24,1991-07-02,9940768108,1603
758.55,Completed,725.11,2007-11-16,2018-12-26,3381992878,2659
735.18,Cancelled,728.89,2004-04-30,2010-05-06,0379638082,4127
288.83,Cancelled,192.63,1981-04-06,1999-08-24,2949337393,1374
532.23,Completed,148.86,1994-01-08,2011-01-19,4300292308,4065
798.57,Cancelled,236.53,2022-05-17,2023-07-17,5145076289,4715
498.55,Completed,78.83,2000-03-08,2017-07-07,4204082774,4986
108.6,Cancelled,83.47,1985-02-01,2011-10-13,8149211556,2019
271.54,Ongoing,96.29,2022-07-01,2022-12-26,1078098100,2030
962.14,Completed,548.23,2010-08-22,2023-03-09,4086976033,4690
446.2,Cancelled,146.87,1971-10-11,2003-05-21,5502363976,427
454.87,Cancelled,450.58,2006-09-29,2020-02-12,3568803316,3104
42.06,Completed,22.61,1969-07-13,1976-08-03,6348224735,1588
910.06,Cancelled,283.72,2015-02-14,2019-12-10,0723300825,1078
221.54,Cancelled,48.13,1972-05-07,1976-08-02,1840698976,1774
611.94,Ongoing,308.99,1960-10-27,2000-02-17,6909311998,4128
145.98,Ongoing,96.32,2004-04-10,2018-01-19,5056376647,1943
911.67,Cancelled,498.73,1964-02-16,1995-02-27,0991733369,4130
278.66,Ongoing,94.42,1968-05-08,1989-10-21,8788035409,1582
603.01,Cancelled,577.98,2002-02-19,2015-10-29,0362539535,1976
568.65,Ongoing,270.04,1995-08-12,2003-09-14,8107340583,2501
991.35,Completed,297.63,1956-12-05,1979-09-29,4293632123,1719
472.56,Completed,46.49,2011-02-23,2019-10-17,8177565144,3070
187.59,Cancelled,32.7,1955-01-23,1966-01-09,5793859032,3599
6.54,Cancelled,1.63,1974-09-21,2010-04-29,7572536976,2183
60.45,Cancelled,57.27,1977-06-20,1997-04-21,7947336323,38
484.2,Ongoing,235.57,1986-11-17,2014-05-13,7661693970,4933
694.87,Completed,622.62,1957-12-04,1965-12-13,5741066171,4632
419.64,Cancelled,95.84,1981-01-16,1994-06-01,9539905177,3544
24.51,Completed,0.03,1960-01-19,2000-06-16,0583617923,3127
632.23,Ongoing,500.86,2021-10-19,2022-08-14,6973990642,2872
100.06,Cancelled,52.75,2007-03-18,2009-11-16,6901543112,4234
787.12,Cancelled,318.42,1952-09-01,1959-06-08,3815421218,434
717.95,Cancelled,152.74,1960-04-27,2003-08-30,5380336122,4875
80.52,Cancelled,25.99,1976-03-06,2000-12-30,2899190405,4449
79.84,Cancelled,53.62,1953-04-11,2016-02-01,1958197051,4211
841.38,Cancelled,289.43,1964-01-04,1975-08-30,3408920808,4579
952.05,Cancelled,145.75,2004-02-08,2013-05-16,6813985577,3967
190.44,Cancelled,152.85,2015-02-12,2019-12-20,3712045354,3533
818.62,Ongoing,2.04,1969-11-30,2018-11-28,8494261038,1908
527.84,Completed,133.11,1995-02-06,2017-08-12,0683843395,2262
806.77,Ongoing,299.95,1978-06-29,1994-07-11,0531604280,1646
723.37,Ongoing,694.9,1997-03-20,2018-05-29,0147967844,137
397.38,Cancelled,248.14,1975-06-22,2004-04-08,8303048487,19
308.04,Ongoing,232.32,1991-09-19,2021-01-04,7610512030,2791
771.95,Cancelled,479.55,2016-11-08,2022-06-07,2945152117,1495
949.53,Ongoing,872.92,2016-01-23,2017-12-29,6706551548,2220
816.8,Completed,627.62,1997-04-26,2000-04-16,8560155782,2000
704.64,Ongoing,91.32,1964-11-24,1979-03-31,4977619179,1244
821.2,Completed,490.83,2020-08-15,2023-03-30,9701167911,2619
901.18,Ongoing,258.19,1983-10-11,1987-03-18,6151917933,1981
163.6,Ongoing,153.76,1978-04-26,2014-04-29,0674241119,1772
892.59,Ongoing,43.5,1970-12-19,1975-02-05,7605237310,301
737.21,Completed,302.55,1956-10-29,2020-03-18,5681601593,515
278.75,Cancelled,92.67,1985-01-22,2014-02-03,4484312832,4929
943.71,Cancelled,99.53,1979-06-04,2020-12-25,1476468525,4504
982.99,Ongoing,310.96,1965-02-05,1982-12-07,6422280687,1192
422.97,Ongoing,334.57,1961-04-05,2011-03-16,2251832707,1952
186.59,Completed,2.2,2010-01-27,2015-10-13,1696661239,2756
686.75,Cancelled,377.21,1955-03-14,1977-04-11,3584787645,3837
712.97,Cancelled,528.22,1968-05-23,2005-01-24,7614339778,4044
192.04,Cancelled,107.37,1984-03-29,2021-01-03,2030434038,2682
655.43,Completed,260.65,2000-06-05,2020-06-23,4185854811,1087
836.79,Completed,73.55,1994-12-21,2002-10-24,4403749331,3384
567.68,Ongoing,521.35,2019-03-30,2022-06-17,6869324071,1712
779.61,Cancelled,654.17,1968-02-24,2018-02-21,2089195445,1178
203.98,Completed,146.42,2016-03-04,2019-10-14,9435679237,4530
859.15,Cancelled,585.53,2019-06-25,2019-12-18,9250918967,2084
219.82,Completed,79.3,1951-08-26,1952-10-25,5749453836,1904
525.81,Ongoing,525.35,1984-08-21,2018-09-27,1909768139,1513
446.76,Cancelled,264.25,2022-07-26,2023-02-15,1111532284,2054
8.4,Cancelled,3.04,1966-07-23,2015-04-21,7573919660,2908
243.98,Cancelled,37.92,1996-07-12,1998-10-21,5333344892,4523
628.14,Ongoing,536.28,2019-02-21,2022-06-03,8290631197,958
638.94,Cancelled,173.28,1982-03-01,2002-11-18,5674788035,2726
910.05,Ongoing,519.09,1951-05-01,2000-07-09,5168500385,4834
378.62,Cancelled,3.06,1976-08-15,2020-02-20,1968186189,2656
925.53,Cancelled,210.36,2008-03-14,2014-07-04,6097560135,3883
297.87,Cancelled,243.07,1962-03-11,1964-04-20,0941655571,575
323.0,Completed,170.49,1994-10-15,1995-04-16,0511970298,3001
681.18,Cancelled,516.06,1984-05-08,1984-11-15,5151851442,4821
681.12,Ongoing,665.21,1978-10-20,1998-03-04,8244848557,1072
542.05,Cancelled,237.96,1966-11-15,1987-05-19,3304836291,3047
63.06,Cancelled,35.3,2009-03-30,2016-12-11,7435107588,4475
72.02,Ongoing,18.63,2011-08-13,2011-10-16,6973990642,129
828.09,Completed,577.63,1969-10-14,1999-12-22,2575228391,2154
437.47,Completed,5.92,1955-05-02,1978-09-20,3817348529,2917
609.51,Cancelled,408.39,1996-11-13,2002-07-18,5670649669,2285
769.99,Ongoing,106.93,2007-05-24,2008-08-14,9135791724,3650
433.01,Cancelled,34.91,1986-01-15,2016-09-21,9969275835,4072
919.78,Cancelled,506.74,1959-04-09,1988-09-10,9550614618,4294
782.86,Ongoing,74.69,1980-03-16,1996-08-20,2446829953,4040
117.95,Cancelled,73.34,1963-03-11,2007-01-30,7765595324,4156
422.99,Ongoing,13.0,1999-08-20,2011-12-10,8036704245,882
522.65,Cancelled,410.18,1972-01-04,1973-12-08,9852411408,3532
197.71,Cancelled,4.62,1974-04-09,2022-08-10,8107950111,2770
156.54,Completed,87.31,1972-04-04,2019-12-16,2170947538,3942
513.08,Cancelled,215.25,1996-03-06,2005-11-15,1752063741,4121
521.27,Completed,459.31,1967-09-27,1990-01-08,2391840939,3564
716.35,Cancelled,363.26,1972-04-19,1974-01-25,0767981706,359
491.54,Completed,84.55,1993-08-02,1995-04-05,1116471285,2958
536.11,Cancelled,462.26,1983-07-13,1994-11-04,2844523518,315
243.22,Cancelled,75.9,2004-12-20,2008-07-29,1756508579,1479
395.06,Cancelled,240.85,2009-09-02,2014-09-18,4136912848,1360
352.44,Completed,103.69,2002-06-20,2019-07-13,1785098294,4728
433.33,Completed,124.04,1984-07-09,1993-08-14,1916868824,32
349.62,Completed,265.05,1952-07-20,1998-12-11,7575879641,3647
481.82,Ongoing,178.17,2016-04-11,2016-09-13,7025601663,3484
405.19,Cancelled,159.37,1951-06-25,1964-12-10,6341669267,4696
690.21,Completed,681.16,1960-07-07,2004-11-03,5793069265,764
771.36,Completed,104.04,1975-01-12,1976-09-05,1861037974,2760
207.18,Cancelled,142.72,1987-12-31,2008-04-10,3308091563,4532
289.26,Cancelled,38.36,2017-01-03,2020-10-15,6746898984,3976
578.94,Completed,288.91,1965-04-06,1975-07-20,2289613069,3810
564.36,Cancelled,131.9,1987-03-02,1996-09-14,3810094472,1241
81.27,Ongoing,73.22,1960-10-02,1963-08-11,7057227661,4347
241.57,Completed,141.25,1971-04-19,2014-05-27,4268120325,1388
627.05,Cancelled,93.53,2007-02-02,2010-05-11,1521636796,3268
412.17,Cancelled,145.75,1955-03-25,1998-02-15,6695544480,1366
866.75,Ongoing,197.15,2017-08-09,2021-10-15,5568968792,4486
528.15,Completed,181.39,1993-07-18,2006-11-15,5697270920,3078
17.66,Ongoing,0.6,2011-11-08,2016-10-12,9827304487,4106
418.33,Completed,168.64,1977-05-10,1986-11-26,8544487181,3187
884.76,Ongoing,438.15,1999-09-09,2019-02-03,9844643580,900
320.17,Ongoing,71.65,1971-08-01,2015-01-28,8117998708,334
150.51,Cancelled,117.88,2017-11-11,2017-12-30,7222889035,2486
951.27,Cancelled,266.44,2003-06-05,2019-05-02,5424648998,4389
528.82,Ongoing,285.8,1976-04-08,2018-03-03,2404171264,1521
20.74,Cancelled,13.52,1989-02-20,2017-01-25,8334093017,1747
222.3,Completed,32.67,1963-03-19,2007-05-16,8786341885,2073
44.8,Ongoing,9.33,1986-10-08,2022-11-26,3289159703,4723
238.54,Cancelled,53.75,1997-02-10,1998-01-05,2916176288,3679
912.3,Cancelled,319.22,1982-10-22,1995-07-29,0056995500,4850
379.63,Cancelled,57.88,2020-01-23,2021-04-27,5203571734,1360
668.29,Cancelled,460.67,2018-02-17,2020-05-09,6568209596,3971
666.2,Cancelled,363.37,1967-11-01,2018-06-29,4823633392,3220
844.98,Cancelled,435.52,1955-03-13,1994-02-20,4701449164,1176
242.63,Cancelled,173.5,1983-02-26,2002-08-03,7751966209,3384
202.36,Completed,138.3,1970-03-23,1974-02-10,5606396969,2591
30.61,Ongoing,17.02,1992-05-17,1996-11-19,9349895157,852
818.7,Cancelled,15.31,2013-08-28,2015-08-28,2644508021,2543
441.49,Cancelled,108.14,2017-12-10,2023-01-03,3127458837,4052
30.63,Ongoing,10.59,1958-03-13,2013-09-11,2967124290,1182
93.93,Ongoing,45.43,2013-06-02,2015-01-03,5323238272,165
903.14,Completed,587.96,1997-10-16,2015-02-22,7858495008,561
746.81,Completed,323.62,2016-07-29,2021-06-08,8171582954,2551
729.72,Cancelled,427.38,1997-10-18,2016-02-08,8380169312,1298
656.31,Cancelled,16.31,1953-04-25,2018-01-29,5775376637,1633
913.23,Ongoing,584.75,2019-12-23,2021-11-03,1866731376,2667
683.22,Cancelled,572.94,2020-09-15,2022-03-16,1491176979,3616
527.59,Cancelled,401.0,1987-10-22,2007-02-01,8177565144,4129
831.63,Cancelled,292.76,1985-03-20,2006-01-18,3418597310,3161
942.84,Completed,6.64,1998-06-24,2000-05-24,7988160902,2845
664.9,Cancelled,118.28,1954-06-30,1971-04-01,9856224339,1147
748.78,Ongoing,431.64,1990-06-06,2021-01-11,5700956540,4680
784.0,Completed,186.5,2005-09-15,2013-01-19,7074153256,4646
74.23,Cancelled,61.36,1985-02-25,1993-04-08,3312374964,154
445.86,Ongoing,50.54,1991-09-07,2007-11-05,1154120270,1959
971.38,Cancelled,210.11,1990-11-05,2008-06-27,6027134701,2880
313.43,Ongoing,4.09,1998-02-12,2022-06-14,8685364610,502
311.0,Completed,289.51,1998-07-09,2021-06-21,9260325413,3002
820.21,Cancelled,128.65,1964-07-05,2011-09-17,4771944965,3444
326.12,Completed,69.06,2013-03-30,2014-05-29,5270851600,4765
688.81,Ongoing,577.46,1961-12-24,1963-12-13,9059796376,3792
589.59,Cancelled,542.31,1968-05-13,1983-06-16,9960064574,4367
804.93,Cancelled,498.5,2005-04-08,2023-06-29,5425339396,236
761.64,Cancelled,503.78,1993-07-02,2004-05-31,1806147292,2155
712.93,Cancelled,73.82,1958-10-02,1999-01-31,0685691701,926
275.79,Completed,92.47,1966-02-27,2022-11-13,5325870157,1212
158.57,Cancelled,52.42,1976-01-14,2021-03-31,6121940224,1665
795.18,Cancelled,550.66,2014-09-19,2021-05-26,7746734745,253
125.87,Cancelled,110.41,2019-03-08,2022-05-12,5010633045,1853
583.1,Cancelled,31.62,1985-07-02,2020-09-26,1867462968,4229
572.23,Completed,244.35,2000-07-30,2017-03-17,2304815700,558
712.05,Completed,517.07,1975-01-03,1984-12-14,4036269580,1045
421.99,Completed,233.37,2017-09-09,2022-12-12,6466732570,3977
410.48,Cancelled,228.74,1950-01-16,1950-10-26,0309340286,1680
854.58,Cancelled,46.2,2008-02-17,2013-04-04,9390739084,2580
967.05,Completed,1.52,2016-11-04,2022-11-17,9635693608,973
956.38,Cancelled,451.41,2005-06-10,2007-04-08,2285687476,4068
39.23,Ongoing,1.14,1970-02-12,2013-10-15,5308658693,1076
872.76,Cancelled,627.04,2008-10-13,2013-02-08,4900194553,1781
807.75,Cancelled,391.84,2001-09-03,2009-02-25,0581694835,3617
813.91,Ongoing,119.84,1997-04-09,2013-08-26,9278047917,4862
376.73,Cancelled,42.07,1952-04-05,2000-07-04,9641712645,3238
91.07,Completed,76.77,1974-05-25,1987-03-05,1599144941,3480
287.76,Cancelled,124.79,1956-03-20,1984-03-04,1194208134,857
486.42,Cancelled,375.95,1970-04-21,2019-05-14,0635929618,1078
223.25,Cancelled,133.61,2021-03-07,2023-02-16,3962949893,2016
862.26,Ongoing,36.63,1995-04-04,2020-03-04,0879982963,1314
922.15,Ongoing,690.67,1984-01-30,2018-06-02,4399022891,1443
343.66,Completed,329.22,2001-02-01,2002-10-22,9263217427,3752
615.22,Cancelled,180.05,2012-07-13,2020-03-29,4559263394,3578
711.91,Cancelled,509.64,1952-03-17,2013-03-21,3851745985,2368
930.07,Cancelled,82.62,1958-07-01,1993-11-23,6457143949,4675
900.53,Ongoing,846.03,2000-01-02,2005-06-21,6091586685,4251
830.95,Cancelled,733.93,1969-06-17,1976-03-10,2241327727,288
461.9,Completed,369.09,1990-03-24,2001-01-17,6290739260,1546
661.56,Completed,473.45,2015-03-04,2016-09-20,1765428941,2193
272.97,Cancelled,180.14,1954-02-19,2021-04-28,4936789239,4359
282.03,Completed,62.3,1959-10-17,1982-11-20,6525794260,2826
168.07,Ongoing,160.67,1980-09-25,2017-08-25,6863176084,1829
324.74,Completed,53.99,1991-03-05,2017-07-25,9279252887,1088
142.72,Completed,62.83,1965-07-28,1965-08-21,2510880679,909
320.73,Ongoing,96.86,1981-05-30,2002-05-17,3329967272,434
106.43,Completed,21.87,1992-07-07,2002-09-09,8431174692,3789
541.21,Cancelled,415.39,1965-01-13,1968-08-27,9905423740,206
377.61,Cancelled,5.68,2015-06-30,2021-12-02,2517978276,4293
399.64,Ongoing,178.02,1991-08-22,2009-03-22,5593347675,1852
434.23,Ongoing,320.01,1983-10-10,1999-12-02,2313580596,4774
331.45,Ongoing,34.4,2010-04-07,2012-02-09,0177838998,4001
764.23,Completed,725.55,1998-09-09,2006-06-04,4224348461,943
685.12,Cancelled,575.16,2022-02-01,2022-06-10,5744863438,3493
236.39,Completed,151.12,1968-08-01,1992-03-23,4915676244,3901
417.59,Ongoing,172.52,1988-04-26,1999-02-26,3135483398,965
33.67,Ongoing,4.75,1993-02-22,1995-05-25,9898897494,3501
440.04,Ongoing,170.98,1983-02-05,1995-11-24,5415085782,2639
474.03,Completed,262.95,1972-12-30,2023-04-18,3192849633,2454
621.26,Cancelled,75.8,1980-06-27,2001-01-31,0204738739,3595
760.9,Completed,99.53,1967-07-05,2000-01-27,4849252518,2562
