residence_id,host_id,arrival_time,departure_time,repair_fee_per_rent,base_price,max_capacity,number_of_rooms,area,residence_type,accepted,ownership_document,TITLE
187,4778205266,13:34:38,08:30:37,895.82,142.35,7,1,691.38,ECOTOURISM,False,"('CBhWbj', 902282381860195259956488)",uf
188,1502808064,19:50:39,06:10:46,851.14,937.81,4,3,144.65,ECOTOURISM,True,"('OmBDfYtOj', 909026848454272887185032)",kseYf
189,0329780720,20:12:17,06:28:26,608.51,496.74,4,4,207.36,ECOTOURISM,False,"('cJqcuXATnw', 851534134480425322359946)",mrppJiKzTB
190,1820461689,08:09:23,02:16:29,96.94,905.09,9,3,378.09,ECOTOURISM,True,"('SzAWYrMQXukw', 1193662535591686729563657)",pahdcu
191,8539755938,20:58:50,14:22:51,599.05,408.72,7,1,551.23,ECOTOURISM,False,"('NFEaTPM', 187385453278878133050466)",KUy
192,5245976812,12:23:06,14:39:59,921.37,176.3,4,0,940.73,HOTEL,False,"('eApZuIrXiZcU', 858894678591947964911184)",gatEXUdCghFfUts
193,7643549209,14:20:23,03:37:55,903.2,711.84,9,4,13.16,HOTEL,False,"('wfdzxoLafvwms', 798527619777863012228956)",QXmZds
194,7592602832,14:27:45,07:51:30,852.99,708.64,9,2,833.98,APARTMENT,False,"('dcbKgftMaRvo', 741014150854031131537996)",LlHHYkVKFMuH
195,2018842750,10:32:14,20:54:38,434.95,979.05,5,2,145.96,APARTMENT,True,"('bZ', 502013357751237870829566)",eDWlgbhVQ
196,5300964454,11:46:13,02:05:16,75.67,439.25,9,0,58.43,HOTEL,True,"('F', 671278028816498952457812)",MPhe
197,8258180138,08:44:41,22:53:22,294.24,554.61,9,1,170.89,APARTMENT,True,"('NmQHZlJfAGQSZ', 1075788479680538754378942)",ifYYDfqlJEESTx
198,6826182896,12:37:01,05:16:33,386.85,158.96,7,4,231.5,VILLA,False,"('d', 625906834813246616140802)",usADaIFukb
199,2501387893,22:00:35,18:16:53,292.46,509.71,4,1,104.14,HOTEL,True,"('K', 601374674056633506816631)",ZwiHHK
200,5699859879,13:15:19,15:00:18,73.61,883.35,3,0,28.22,HOTEL,False,"('MeIOOWf', 343416339136324210921406)",wYFqTVFYvPo
201,3975190452,18:16:43,02:41:15,49.78,808.5,2,1,400.74,APARTMENT,False,"('s', 806747216698573773845019)",rf
202,7476549709,17:21:51,02:35:21,155.17,994.02,1,2,745.05,VILLA,True,"('ahKNptVXdu', 1021478304438083503066830)",JaRLtGnjMotf
203,9569369187,19:44:46,08:32:58,591.78,757.02,2,1,838.86,VILLA,False,"('MBqgiyLGEOwjzyD', 998629004428682510731452)",fkzWlIlRgimoX
204,5780444948,08:12:45,22:57:02,558.31,346.8,9,1,157.97,ECOTOURISM,False,"('TGgjMPoExOk', 603721178253841043114793)",lZmnl
205,6301712056,20:21:11,18:54:58,618.76,797.52,5,0,777.4,HOTEL,False,"('UFTNHmV', 25253453268767909233195)",agvGh
206,9751772353,14:56:02,07:34:51,364.25,558.12,9,1,687.21,HOTEL,False,"('qJXYLKlPmZl', 216614182062774630805251)",WdqsojXKE
207,7309395053,12:50:23,13:44:18,828.81,44.68,10,1,323.62,HOTEL,True,"('A', 1000580779321585007056822)",zeADMNQ
208,5130780266,23:40:55,04:32:46,871.54,590.25,6,3,124.73,VILLA,False,"('J', 463536860943869559282798)",DEcwf
209,4315793726,19:13:10,13:45:21,520.81,12.06,8,1,491.72,APARTMENT,False,"('vOOxMWfYi', 128367890878063853719461)",aAPtTMZAC
210,8668572566,00:57:25,03:28:56,473.07,833.46,7,3,324.65,APARTMENT,True,"('srBTAPHIDXZ', 962342798745278286590336)",XM
211,8062923563,09:16:44,13:21:09,519.81,348.22,10,1,299.57,VILLA,True,"('MWTr', 548474113021012329435118)",xuivrrFc
212,4661110479,09:42:23,22:07:56,757.34,153.9,3,1,371.44,ECOTOURISM,True,"('tVDbWNKwPEyI', 1089871748760806077734181)",rI
213,1770292178,06:44:47,02:12:53,176.0,13.2,9,3,609.69,VILLA,False,"('AW', 872138001121873803829992)",nEJYiRXTt
214,6065802979,20:31:28,13:03:49,364.15,918.28,5,2,130.05,ECOTOURISM,False,"('du', 667442252676460481726320)",QjbF
215,4065056986,06:35:33,21:32:33,493.58,364.64,6,1,142.94,VILLA,False,"('Pmosb', 914394081637846209469471)",kIo
216,4685315277,08:32:33,09:30:55,694.43,616.71,8,0,367.48,APARTMENT,False,"('fa', 338822352039965987472756)",LYLqT
217,2521163353,19:16:15,20:11:23,235.46,894.17,4,4,339.19,APARTMENT,False,"('brKtmysWBEak', 541630771759375050553457)",cHenDeBiB
218,1370787721,09:41:14,09:44:37,438.94,21.81,7,4,541.03,HOTEL,False,"('Cj', 628834163368050328695906)",UAnIzs
219,5280026978,07:53:32,19:12:54,753.05,816.14,3,1,138.54,APARTMENT,False,"('orWLOjbgHH', 753623856731864223660719)",Dt
220,9776083881,18:36:13,16:27:45,268.61,137.75,4,1,271.52,VILLA,False,"('uwPJfwnMUBCn', 1032503222946232050435651)",jV
221,1887641679,16:34:05,00:34:08,279.75,654.77,9,0,534.23,APARTMENT,False,"('mSSzbvDfhlyzwr', 478286404802553117828010)",PzXYKxkZ
222,5346787624,06:00:54,09:34:36,556.18,931.63,2,0,127.38,HOTEL,False,"('aNmRqgDvrDEnGGC', 131156973988455341046904)",mxFveyJVZ
223,5425767666,13:40:42,06:41:25,796.41,458.49,5,1,796.12,APARTMENT,False,"('zywIbKGsTORO', 622112263532605460134086)",IDxinDcr
224,4879349549,09:52:48,16:55:25,261.96,897.57,8,1,826.02,ECOTOURISM,False,"('rUIH', 939551220184159395591442)",kRasDkWL
225,7404861880,13:36:44,11:21:47,211.85,153.22,4,1,313.02,HOTEL,True,"('gCPSMMJhqdo', 1204132511747433763492000)",V
226,1790114386,16:25:05,02:15:14,289.34,211.26,9,0,777.48,HOTEL,False,"('Mk', 34742946222678714838976)",OmaS
227,8791780175,14:28:31,23:57:14,422.68,684.5,8,0,937.04,HOTEL,True,"('AvHWcnQWt', 825125868827346742083145)",YlEhDVkKGHBf
228,9259852927,15:25:36,02:16:43,700.72,230.49,10,2,228.49,VILLA,True,"('qjtvdMqiaiPFOt', 157645507350765874535575)",nURSdVqAHxcTvw
229,6076624788,07:37:45,13:15:58,992.57,339.35,1,3,337.94,HOTEL,False,"('QZIFmIcczQFOE', 590283214783640808631455)",MGSMabzbAbeMbgr
230,2744867985,01:36:54,09:36:49,317.06,394.16,6,1,372.39,APARTMENT,True,"('iYQscGFE', 853693202671483419226171)",tgbnnhUYKQY
231,1743822018,10:23:38,16:49:49,272.15,857.39,5,3,233.79,VILLA,False,"('osglzET', 334031795766992958500131)",A
232,1994585145,02:34:46,17:38:16,33.71,485.65,10,4,812.09,ECOTOURISM,True,"('BtacWVjZBL', 98078819095402501808821)",JV
233,4052159061,13:18:34,17:11:49,509.34,665.8,2,1,479.49,ECOTOURISM,False,"('ZoKDXBzFygxdBK', 600711328145381190868917)",fMpSagwIvvp
234,3498930287,18:29:41,20:26:06,479.89,839.85,10,2,0.47,ECOTOURISM,True,"('fXhY', 329607166068919704581908)",zdVnarMN
235,5836146747,01:49:21,14:20:24,571.95,223.47,3,3,777.91,HOTEL,True,"('gpjH', 770829757171086141290785)",dV
236,5939291848,04:11:35,00:21:18,172.45,892.48,2,1,667.77,APARTMENT,True,"('eIpwzrURTnXPN', 272996837239823223732414)",UtgK
237,8388508216,19:57:49,14:47:09,434.62,861.86,9,0,102.07,ECOTOURISM,True,"('xDxhd', 787756030869310874598713)",geEYmlBvl
238,8752809554,01:12:53,17:48:32,848.45,911.76,6,4,16.96,ECOTOURISM,False,"('wCnrcSQeIJ', 178605570340201154228140)",LnFk
239,6021032268,04:26:28,20:57:22,51.11,608.75,4,4,657.44,ECOTOURISM,False,"('gYRjVJQblOl', 617303715157606153507111)",TNmOKYKgeHI
240,4135750378,19:29:31,01:40:15,748.32,583.11,5,2,30.46,VILLA,False,"('KeHQpRGFDg', 842557105124770936920403)",dQXq
241,4716997492,23:26:27,21:42:16,330.57,446.41,3,4,432.0,APARTMENT,False,"('lmhRVU', 593542801317192591708497)",WCPE
242,8045890855,13:35:57,00:34:22,467.41,230.42,5,3,897.48,HOTEL,True,"('pQedPIhm', 205695949972128608065862)",B
243,9273817543,00:10:48,21:37:49,226.53,908.31,3,4,350.05,VILLA,False,"('ZnyMIGIXtusL', 695122883136300596801723)",WERhCWCsvNd
244,1194156837,22:59:46,05:53:20,371.12,884.74,7,2,301.52,APARTMENT,False,"('wibHhqgDeljTq', 457005102789584253944827)",wOthGMIkBa
245,6933432517,08:20:55,05:57:43,988.07,482.93,2,2,474.63,ECOTOURISM,False,"('RiWFNnjKWDZLqX', 925721916843350571357832)",JurOVfTFe
246,1108784510,15:08:22,04:50:35,306.11,952.48,8,3,753.47,VILLA,True,"('ZSSoscjALvlYWH', 1117024128005418416653721)",A
247,5187728397,18:13:06,17:11:38,966.58,174.28,4,0,466.04,HOTEL,True,"('SHXKcdvTsFyf', 859197410557162704766424)",IhRSULcUYaXI
248,2310832622,16:02:45,16:48:14,386.98,570.8,4,1,20.96,APARTMENT,False,"('O', 58549803217268055543028)",LqbhnRiZt
249,5871533761,13:45:44,16:48:42,278.37,151.08,9,3,476.08,HOTEL,True,"('BDOzbbIfsHX', 487830811656742879856237)",ZaCuMcCPM
250,6432061042,10:38:21,21:24:00,762.36,23.05,7,1,243.45,ECOTOURISM,True,"('kaT', 215517374939773858089220)",kFgKSYArjoTpvu
251,4480787292,04:38:21,22:09:32,567.24,276.64,3,2,52.97,ECOTOURISM,False,"('HtdlmbH', 754896601491359180831947)",YXWzSgzJXPka
252,6106006477,03:25:08,03:06:02,145.85,836.66,10,1,767.8,VILLA,False,"('alsaA', 261271233304908681323047)",ZeJChHJbENw
253,1264020827,19:05:32,04:29:37,987.84,827.79,8,2,732.46,ECOTOURISM,True,"('ZjNmhrqywwsH', 915803394401593123083922)",Ue
254,6870107836,09:18:47,10:24:37,105.51,223.84,4,3,373.77,HOTEL,True,"('mKTORDrnKmSirr', 127312037924615844199740)",bMCAMuy
255,1864161778,07:42:17,05:46:10,760.84,355.02,3,3,616.17,VILLA,True,"('BdObTmeBHQLsx', 217163078870927808961311)",frfawUlkgO
256,9015085827,10:34:55,21:47:24,275.27,610.86,9,3,847.66,HOTEL,False,"('my', 5052237029809836684660)",knaZbsqdzo
257,3335157131,17:51:34,18:31:12,908.96,159.02,8,2,140.73,VILLA,True,"('Whzy', 759652354213251104576842)",DMykg
258,5845764101,21:47:30,00:04:27,166.27,554.64,8,2,734.05,HOTEL,False,"('NWD', 878119575057777372368809)",GtYBeQXq
259,6774300218,04:01:27,23:00:15,879.07,310.22,10,1,481.78,HOTEL,False,"('cpgJnEPorkQUYy', 445699777176227115299674)",Ca
260,7439577547,13:51:21,11:33:45,195.97,401.33,7,3,797.33,ECOTOURISM,True,"('VKxJmfHq', 464731208978912272267467)",raiCDN
261,3407283872,20:57:31,08:52:05,416.95,727.71,9,2,765.21,ECOTOURISM,True,"('BwfahHhfcOb', 512549310180221551288612)",SFUIM
262,8398268124,04:48:36,13:44:58,513.66,351.3,10,3,886.29,HOTEL,True,"('SRJlKELKpeAqL', 147197935965530537246659)",JL
263,9455165792,08:51:47,19:34:42,253.53,584.37,7,4,489.89,HOTEL,False,"('kOOCTQt', 701231540678674417579140)",qCSAAvOAEUhLkCK
264,2697215742,23:09:24,01:55:34,775.02,162.17,6,0,902.72,VILLA,True,"('YlnfjRj', 838348925283919886344625)",elZduXRD
265,9676161438,23:55:41,03:41:25,880.39,122.86,9,3,515.75,HOTEL,True,"('trK', 118837236256307296795159)",AvZilbmIHZps
266,3274226299,15:39:52,07:37:58,699.66,9.62,4,3,56.39,HOTEL,True,"('TVQbJbPO', 433913205895020440410955)",TFkjzgbispr
267,8633368107,03:18:02,21:02:43,246.57,412.63,6,1,784.63,HOTEL,False,"('uKinNPmxT', 124092305447246540541664)",rPbSqAcDlSP
268,3907989162,02:27:22,02:54:23,764.6,529.91,3,2,715.09,HOTEL,False,"('aUPSIzCn', 884265907164825334733913)",bvjtEbs
269,8310461909,04:29:44,23:42:16,523.1,327.45,8,2,843.65,VILLA,True,"('HZHu', 1158254122008677121903666)",AMnHddv
270,2493765053,00:49:28,13:35:13,481.31,33.07,10,2,18.88,ECOTOURISM,True,"('LfUzhXRKbmEpi', 958981957696058349261322)",DnZDmlFY
271,4537592983,00:21:27,06:03:24,173.09,921.99,5,3,783.29,VILLA,False,"('JC', 730521742402504270486211)",APXuudJrYlXP
272,5128354802,17:19:28,12:44:36,973.71,396.76,5,4,228.31,APARTMENT,False,"('Ny', 549096015465488122962732)",gJFM
273,7799376364,10:10:04,01:00:21,285.98,959.2,5,0,951.96,HOTEL,True,"('TpNnnLt', 251957132984576508273087)",KDmVtuHD
274,2452465131,20:29:16,21:30:22,898.3,412.56,6,3,784.98,HOTEL,False,"('b', 3907654901909020952280)",xxToxgSbFWeos
275,9735371381,18:02:20,15:11:52,982.21,340.94,1,1,24.42,HOTEL,False,"('EFQkh', 1181614216020374697599037)",xdM
276,7856112278,02:48:53,04:08:39,687.18,638.63,3,1,486.3,VILLA,False,"('TeTbXCIsgKDLDuG', 815841292846041949662989)",udbXpb
277,8066877283,11:19:35,18:51:25,997.14,276.62,7,2,805.35,HOTEL,True,"('Fhj', 1139815882921064054406676)",fLRUSEAaaQanO
278,4786731067,16:52:47,12:50:08,804.32,851.05,8,2,439.61,APARTMENT,False,"('uRt', 1205953949104089728590663)",jEMdYpoQlkgb
279,2310195939,22:47:50,04:01:23,546.38,109.78,9,2,786.1,ECOTOURISM,True,"('WQJpi', 326275492220124806872571)",HJck
280,9047582206,10:41:59,06:10:02,67.07,970.3,5,3,220.27,APARTMENT,True,"('PG', 177795081015232784626392)",SXJYNhKZDepK
281,3355924954,04:56:20,07:27:31,322.61,53.48,6,3,401.76,APARTMENT,True,"('IXcIODbn', 430962903021712811825460)",ksWQjyxOwn
282,3105050605,05:46:50,00:16:45,454.04,659.92,8,0,107.81,VILLA,False,"('YHqlsVN', 1055458235042069978982449)",TlNCA
283,7991572488,10:25:08,22:59:06,832.68,491.19,4,4,465.78,ECOTOURISM,True,"('GkIImevfGguHXm', 58501021681980602814492)",CjK
284,2122195357,15:55:56,15:29:03,230.8,449.47,4,0,777.69,VILLA,False,"('ohiCCkGQUnQMlrc', 390765582146648487094298)",gaFXbh
285,6229221170,08:27:50,05:30:12,44.27,474.96,4,1,537.52,HOTEL,True,"('bVhrzPYYWQoRE', 941866463982514802086726)",J
286,4690039053,16:05:12,17:23:02,152.93,530.18,6,2,636.24,ECOTOURISM,True,"('zYnNCAJRtOHf', 172284953915262420310947)",ErTiTwsvhFtN
287,1719731145,00:04:19,06:30:04,426.84,349.2,8,4,670.07,ECOTOURISM,True,"('xEeZIv', 928123929871407723524176)",gQeqlylYrYyVsM
288,7117736589,04:03:26,23:35:36,869.79,127.26,1,3,881.78,APARTMENT,True,"('Iyq', 446405747611103887999413)",ZpMvr
289,3422561360,16:02:28,07:02:45,18.61,638.26,1,2,932.73,APARTMENT,True,"('wAaX', 944358800737498118059899)",r
290,8262682311,14:24:29,09:09:33,554.19,479.89,8,2,641.17,ECOTOURISM,False,"('vdjKVRWXDnpKL', 619092778787845282973827)",U
291,4257648273,02:52:13,21:54:56,843.07,954.08,8,1,621.19,ECOTOURISM,False,"('xvHqIQDDPIjPvQt', 613423783869624756183538)",GKPI
292,2130716047,21:04:54,19:36:27,70.65,475.16,8,1,249.36,APARTMENT,True,"('xxR', 232231985993910554519702)",gupjgcL
293,8058110117,18:00:28,19:02:39,909.42,804.77,6,3,867.94,HOTEL,True,"('rihrVjUw', 955758550313274505413830)",UkrkB
294,8501758727,11:23:04,04:49:10,495.74,928.26,2,2,769.34,APARTMENT,True,"('yfSIUycPJwUTYU', 1106270503408789355356960)",TObq
295,8229931962,17:00:17,11:06:44,756.29,72.61,4,0,62.92,APARTMENT,False,"('MNZpLZCEJcqWQ', 228248506351248865487825)",QeQrcdjPNlgM
296,9009181870,22:20:05,19:36:10,555.18,348.72,3,4,404.09,HOTEL,True,"('BTmzPeqkdwWE', 1207018369973682255883829)",cPa
297,3788999624,02:25:35,22:10:26,997.14,831.65,3,4,353.84,VILLA,False,"('rXOWOO', 23949798759980687321973)",MmDVlHU
298,8717062116,00:28:46,19:04:14,357.99,496.89,8,0,860.69,HOTEL,True,"('Kppzpl', 255836097933873990525149)",jivOhHRw
299,5045775102,00:02:05,16:24:07,252.84,86.21,7,1,19.29,ECOTOURISM,False,"('tCNDOTCAWPcQHzV', 144633327695565689671043)",kevOweUZYgJC
300,7142637797,12:18:45,09:11:38,329.98,788.36,1,0,260.54,APARTMENT,True,"('rO', 738766958341488786518676)",nguvUkp
301,6665818271,01:07:04,05:13:00,803.35,345.83,8,2,573.58,APARTMENT,True,"('APLdYJUmTEkS', 993985423914449783188097)",TUm
302,4605836044,19:14:41,18:43:00,969.49,161.71,5,2,910.65,APARTMENT,False,"('OhXWAD', 107936701318360144158899)",nRgqqcOTzGRtTVZ
303,9330544474,09:16:59,03:56:17,183.44,759.09,10,3,439.55,VILLA,False,"('aQgUqyXZfVy', 845066159007879298141406)",HxGCYvnAWpx
304,7615530083,20:29:24,01:14:21,496.73,737.06,7,4,505.07,APARTMENT,False,"('BsiTpjs', 395390773961224437145172)",jJwpEhnK
305,9802659004,01:48:53,21:40:47,721.31,491.09,3,4,222.06,ECOTOURISM,False,"('QSa', 928084321315703406809389)",YuFuVgFdGuMP
306,8513720991,14:54:10,14:17:50,621.18,813.16,2,4,795.63,VILLA,False,"('a', 218413413831802967317119)",yDxhUOfUvGKm
307,4652457490,18:44:49,15:41:08,566.04,216.55,1,3,963.41,ECOTOURISM,False,"('mSolUDAFNNuYDvc', 642112176287577639140426)",cFXcG
308,9279738040,01:06:29,15:45:57,729.3,761.62,7,1,433.82,HOTEL,True,"('LqzoQEznoFXhc', 882474979917440415198137)",QUmD
309,0405232400,21:45:35,21:13:54,886.04,602.74,2,1,600.84,APARTMENT,True,"('fGrLtunjJFVWxR', 308432446085623961033852)",sMBGkcIjtt
310,9517154055,03:41:07,19:31:45,396.69,187.64,3,2,677.98,VILLA,False,"('HcFa', 1046763441968054787402862)",WfsJA
311,0141785359,10:34:12,15:04:35,981.44,16.63,8,3,451.83,ECOTOURISM,False,"('pX', 639574431093227676985243)",lo
312,6999452893,03:36:16,21:44:27,770.91,481.22,5,4,651.22,HOTEL,True,"('ynaxuIUifhTNu', 906885227445748165956121)",dLVdSMIJuWOAf
313,5074566714,07:53:56,07:04:36,193.1,108.15,5,3,710.58,ECOTOURISM,False,"('hLBzgFcW', 588364893018431270575193)",uQSMWMlhrXZYd
314,0402169988,08:37:51,21:07:35,637.56,884.55,6,0,761.49,HOTEL,True,"('UdYDXzbilsmL', 943937062037936859514656)",fYPvyeWoobivj
315,7287501267,21:08:16,19:27:36,90.92,663.6,3,3,2.0,ECOTOURISM,True,"('wxxzc', 1151389371759900866625078)",QWD
316,8231501733,19:50:24,11:15:18,883.58,314.06,2,1,376.96,VILLA,True,"('oqWLqTyvBArg', 538571514906378850173336)",ZJYsftqC
317,0624312968,20:18:23,23:43:36,532.84,820.08,5,4,730.32,ECOTOURISM,False,"('yCqW', 1134029752893716820673247)",elHCnf
318,1913030560,02:36:07,22:52:23,965.15,940.97,2,2,54.56,APARTMENT,False,"('UNoFnELW', 113813333105374538224006)",lPBHzHtjMBdco
319,8743659798,03:17:17,20:16:33,220.75,798.17,9,0,378.22,HOTEL,True,"('sIaDThpNwuWod', 684927531175298259936922)",DROYEx
320,0489568870,10:20:26,07:04:43,63.89,529.53,5,0,359.12,APARTMENT,True,"('Bt', 468428886672338349665279)",ZayYfHOCCWFgMa
321,9434318531,21:52:35,08:47:34,154.5,758.31,6,1,873.56,APARTMENT,False,"('pglJcFUquWxuv', 593939150043132904477912)",waYbMFikKjbF
322,6345664171,09:44:13,20:35:27,195.36,358.82,9,1,502.28,APARTMENT,False,"('JBBtes', 1125164032031724033647153)",DxpEuckGQXOvIhH
323,0415589616,20:01:48,07:34:20,601.98,914.0,10,2,197.49,VILLA,True,"('y', 702457852766284917706116)",dPz
324,4070128563,00:21:33,06:43:00,567.92,457.97,7,1,118.59,APARTMENT,True,"('PnRLvdadkTjr', 978416603747425374430178)",dfwNKW
325,5851630904,03:01:09,15:10:27,533.62,444.71,1,4,210.28,VILLA,True,"('OPwMdUrb', 1007031928585587197793076)",zbtyDns
326,8873881504,22:45:15,09:54:54,445.63,159.18,8,3,674.22,HOTEL,False,"('EAOMUuEYkJtNsDT', 223481228168432412624122)",zlhLms
327,0207024127,07:04:20,10:41:39,374.44,111.25,8,2,512.6,HOTEL,False,"('gjm', 376574637310833937140007)",Ec
328,4361693933,03:32:36,05:55:54,658.37,284.95,5,0,95.22,ECOTOURISM,True,"('LIsYFqJsgQckYNh', 353741662861621868175640)",hAoITqeemzyWova
329,7177905391,13:32:00,13:28:37,817.41,57.39,4,3,90.82,APARTMENT,False,"('GxFJLO', 1120863294969036273048966)",qdfMZWWAgeEyzD
330,7054796823,02:57:44,12:07:19,81.67,969.27,9,1,875.74,VILLA,False,"('tEeuWPb', 533859066701265979696874)",EksyppOTQ
331,6957296283,21:11:22,17:23:00,743.13,164.82,9,3,245.09,APARTMENT,False,"('RVgHNVdZtlbx', 1042989504402325599332778)",GSwfwCrtLn
332,9103552837,16:10:49,22:04:10,244.74,415.14,1,1,662.96,ECOTOURISM,True,"('QTDIMADOgjve', 488524998315426753505844)",F
333,7542096727,21:39:33,20:06:23,878.08,19.14,9,2,799.44,VILLA,True,"('C', 353318357093904144584644)",JPTBxDtuaPvSp
334,6514164475,13:51:45,22:13:16,803.67,418.0,10,2,833.42,HOTEL,False,"('UvOGQTPgevIHh', 173863259059054966686032)",nCoUlaQRAJUd
335,4394882455,14:49:31,15:37:11,460.54,132.92,8,0,859.16,ECOTOURISM,False,"('eeIj', 960805365563977055127369)",bIy
336,2651779795,01:20:10,14:19:23,631.15,722.16,8,4,24.53,ECOTOURISM,True,"('wPJ', 9209135053030297848361)",fFHSEnmqnzlMNrp
337,6387461506,12:37:12,14:23:13,67.69,660.01,2,1,107.29,VILLA,False,"('gyPSH', 129662060948837331352055)",zXxdRqOICkNqs
338,5807941144,14:32:44,08:57:14,104.97,773.52,3,2,862.57,VILLA,True,"('kVv', 912067524668673438619591)",NalLlgriWGRiq
339,8643672514,20:24:34,04:33:36,963.98,650.63,5,2,695.13,ECOTOURISM,True,"('IqIJvZyDgQfUB', 828125048432440531812972)",NhCoYKKF
340,9318526333,05:37:30,15:48:17,71.07,744.19,7,4,495.33,VILLA,True,"('RY', 727784921989663237940216)",nuLnu
341,6293184250,02:39:29,22:38:16,781.0,540.04,9,0,414.44,ECOTOURISM,True,"('fmPEFjJjtgspB', 622308804492269333863991)",dwUQwpRoIo
342,9817232532,22:29:40,09:12:26,245.17,23.96,2,4,307.03,HOTEL,True,"('orrrUFZvZaSDq', 155154541857712732366819)",MvLitKFPbaAQO
343,3168294021,21:02:15,01:06:33,626.5,831.67,9,3,153.38,APARTMENT,True,"('JgWJJpAzDNAhV', 1043266000880024117910494)",zM
344,4363137066,22:27:12,07:23:34,17.21,155.3,1,2,818.67,VILLA,True,"('Q', 1010261091922936990495141)",zpfDcyhO
345,5105412111,18:07:20,00:58:48,125.68,123.37,7,1,626.61,APARTMENT,False,"('bNyt', 845283191972354344610674)",o
346,4881439938,22:08:17,19:02:52,270.11,364.2,1,3,849.07,APARTMENT,False,"('bu', 305469360462914811930637)",je
347,3421306173,12:55:11,04:07:32,949.95,31.98,5,3,751.02,HOTEL,False,"('vmfxJCFEBfyx', 117407324400413879553137)",KeaV
348,1805193730,02:02:57,08:00:06,895.61,694.6,8,2,553.75,VILLA,True,"('SvPavRJimLyBsl', 995615841906831820404941)",rmGvOJmteAlUJJ
349,1645168039,05:19:19,18:52:30,581.64,228.17,6,0,27.3,ECOTOURISM,False,"('mDTe', 511213351129489140388886)",FROoUCjs
350,8062367142,09:25:39,02:26:55,30.54,7.87,2,2,188.15,ECOTOURISM,False,"('wx', 232115511188651601830419)",UUIEabgNbKCUFln
351,1518103186,06:39:46,06:06:02,137.6,648.59,3,2,846.16,ECOTOURISM,False,"('HcAfxToKiMbj', 410124483203301256219828)",x
352,6483797547,09:08:57,21:42:10,986.11,529.4,3,4,471.03,ECOTOURISM,False,"('chSvCyJShb', 1180807185120619337243183)",KqKBdLRhhawyPeb
353,5353458836,03:33:21,05:35:01,815.77,908.34,1,1,446.09,APARTMENT,True,"('TxSBqYn', 813386442916298917723158)",JohyJrcHfAfZ
354,9018482212,21:51:35,07:36:04,885.51,338.71,10,1,242.67,ECOTOURISM,True,"('mvnrdBP', 1129747425181939730223640)",tJm
355,2382828816,13:32:45,01:56:19,444.89,404.69,7,2,823.6,ECOTOURISM,True,"('ztAo', 581290756263576796913771)",BRoUW
356,8869215953,21:38:58,01:24:01,450.81,748.84,9,0,484.67,APARTMENT,True,"('yUSbBLnEmF', 11006383694796710661759)",HRhraKxOBTKoWJx
357,6100660791,10:37:22,07:50:34,921.44,291.77,3,1,24.09,HOTEL,False,"('rLnBljTKSBNwtw', 199711196395965477209332)",FASIUMZglI
358,6948320166,02:08:14,00:42:22,373.04,541.25,3,3,738.44,APARTMENT,False,"('zUywaZWZ', 258168929531232490715049)",wQSjqQkdSw
359,2739030067,00:02:12,04:47:55,206.54,708.54,10,0,305.81,VILLA,True,"('nbH', 48997115108176816526126)",zJFZrPCLAGraz
360,3089757916,10:11:44,10:20:36,892.91,379.02,4,2,496.34,VILLA,False,"('gwRuMZR', 796982981746516493046501)",JmxSgJdhs
361,7298664889,17:19:03,21:34:14,896.34,31.06,7,3,858.43,APARTMENT,False,"('wZmjNNqnEUMl', 1013817829149363722227678)",REFNTVe
362,3318622039,21:50:43,23:58:36,748.06,122.94,10,3,643.02,VILLA,True,"('IfWEfcjrpqD', 1067960821936622816608925)",WUNKTpN
363,5516580506,13:53:06,07:59:32,267.01,446.56,10,3,83.22,APARTMENT,True,"('QVTxHxjFRLi', 308227589735655021928001)",PesIJER
364,3371575062,16:36:24,20:59:04,273.82,947.08,2,1,873.08,VILLA,True,"('OaaOdDtiSksbNB', 482451546062569581479026)",UJuOeakmeqbr
365,4481729614,08:33:56,21:23:59,565.68,956.14,9,1,375.81,HOTEL,False,"('qcAfygPrwsNP', 774522284486387203349011)",dLiABYtMKydfwOx
366,9408323308,22:00:32,08:02:03,706.94,441.15,5,2,352.34,ECOTOURISM,False,"('U', 553511425302794225449604)",vIacAzaYANztyHa
367,0943388550,14:01:29,22:50:20,303.46,751.53,1,3,559.62,ECOTOURISM,True,"('qBLxr', 675253594811203591602738)",Y
368,5788868699,01:15:47,13:55:52,207.2,283.42,2,1,349.93,APARTMENT,False,"('LZIrtQR', 222148223206199697628803)",gMhzlPZXNSaF
