TYPE,penalty,COMMENT,residence_id
hKYTOswmvVRh,749.05,V,2944
XhUxTGx,281.78,tBKk,3576
sWw,503.6,omL,965
cNUbSbnuVHs,238.62,sItLSEuk,3279
IjdU,103.64,S,789
ZJdhbha,891.05,tXjQECpCxM,3099
D,336.25,BwPOFHsgGwN,2646
RIPNgnk,571.07,SL,32
FWiJiO,754.68,PhkZKVKV,4394
G,319.57,DnpgNniT,391
HbZtJ,474.04,JF,2110
adHW,20.77,CAX,3366
mLiafCpGF,729.38,TtYn,3540
WaGtkh,144.09,mvt,4148
JJcudpsPCVIr,583.07,gXmtRopujb,2435
OZnCHhf,574.36,gALZnuft,3223
JesTTJL,75.74,iYNqZuoFx,2984
iRUKufO,783.16,HiTzIMLBFJ,113
UkhhVKlVgYThRm,599.09,DCv,1542
FWQmdDK,356.53,msdPZbbbmepWJ,3017
Zy,756.14,fMHG,1880
aMrqnSE,613.27,ZL,3720
fPXmLLpCRw,493.87,fLvyCGCKxm,3965
cbkYziWZDGuBbf,414.33,IeaBAly,281
QNslXiblMsHWT,21.61,lYSOCSbO,4900
uKwUPrFg,742.62,EVAUmo,3781
SxgVLQu,161.14,cMLqLoLSfDApvj,3111
JefZk,491.39,aGwcvAxcnmQ,4553
Fa,698.59,yymJGakHBc,1153
NxHqgPvcTP,272.35,QjNnZLzKyNBCQ,3075
RhWFFpqrwY,173.89,EKnT,2400
QGZkzOc,141.76,dKsp,199
XusHdecAlRkwLQ,195.94,qekpcDLw,3429
HMgFttZ,625.51,eik,3190
kshOpIJWX,983.35,qSadTZzQcklANU,876
sP,170.82,tCpUe,2938
tOACkfoxPOPRq,874.14,thplIjeOuPZR,151
YeCdNb,397.44,eCVmL,990
zanHarHg,985.22,MB,1395
eUnrKq,579.13,jAjBdjjUsJ,1400
Reonx,741.3,VoX,3992
VWMyJ,607.52,BmrvET,3196
XtmMddOgMYQQD,247.35,YFIykLAd,825
Gnse,213.47,WZlQh,2886
Git,765.78,eqBPw,1226
iIfLwnWL,22.53,TvMGKJBGwuq,4455
Zpj,358.62,oQqFk,2844
uRIZEjMFKPOCpt,508.24,oNrlVvocOsmPy,595
EDSLzmnr,450.27,nqEUscKxs,2461
lF,169.27,VJo,2494
AacytTxMd,515.94,ny,256
PR,755.79,zzFpZ,3413
WEZkuOXWzc,722.12,Ixule,3133
KeWoykvfGCu,551.04,uWeCMBZsRSwCiT,1535
LChfwzRStzhxex,277.03,gVrzEYBBUuiQUN,3220
xjXGjYfXCD,799.2,TqrHS,42
NLOnuOZNNOS,959.95,Xxb,4854
l,244.47,ziaDkppC,2115
llcmCvjQI,646.67,zcIkAZOVVrbg,2852
zKvp,133.41,mDzkdSKldIoo,219
KJm,718.07,ECIFA,4118
DhnrphRSTUjXYG,274.97,VH,1212
AO,984.8,VoKXGbZp,611
zZGQwDdJpRD,92.96,Xgbq,2333
iTZhkmmlXYaalV,754.07,pGFHtO,222
QtzAOvqZzL,37.08,EWaFOBvYgec,1038
yT,100.28,S,875
wHvF,659.09,fqMiXYDoOIkCwFS,1431
IVfyQZTDOoesiNx,133.31,NkvB,3502
DHi,553.95,v,1780
Q,628.6,hMNjkAjxgJjaH,3575
CYxkRs,613.6,WegwqQ,954
yRLeaFsb,25.63,VhQGdBQpltZW,4769
xmawNRNS,594.09,sFFaiw,220
HSkORNiOS,216.25,qBCYVM,1277
CMZeB,703.28,KLAG,4607
F,754.5,fYowwwpPOdNq,457
ojel,306.27,xyIY,3838
NNmMcUIWBcdwB,611.49,jCzjKyzeoIewn,2448
ZwecabRCMu,15.79,pj,574
uHfeXWCWfZG,449.03,NtgURmRGQw,2708
LrSd,833.74,JMhWCGk,2026
J,915.67,niIKRY,1159
cwgUuvdLQ,673.54,qtWvxfXpIgKYL,1104
DeZLGvqiwatwC,653.59,xIFWepNNLCbgc,3038
tPa,526.57,nsNHAqmWci,3467
ghexYxWtOp,712.55,dYw,1993
OkhAyOLyi,163.31,IvvmAXCzzSmAVqR,2264
fvaLaJIXB,42.95,yllbqwOxLk,3158
POlKkqZB,794.11,FyTc,2015
YPnWOjAi,13.05,GsZiQywnw,341
XBFpmYRaVPsw,931.02,LoARtCCrRyG,3754
mDY,137.0,FlyGpY,117
SYYsyGBN,799.09,atPEuwb,1282
RA,144.49,NTioaG,4962
FByTSiuYvkVGwc,430.63,aMmaKOip,1306
EcZfFBXHuCx,17.63,gAtuzJAFgbA,4884
DrqptBiYwUwQm,944.04,cS,3594
LE,144.85,oheMCob,413
TsbgIwQ,523.04,KBpbEQ,3377
MvCc,777.31,zuBuU,171
uqrqeWLTX,890.38,qfAapSSQ,979
f,116.68,qAb,4691
GjRrnTlG,243.66,GuihwZSEihfzO,1799
ouQbPQo,745.77,sEVdYxRU,871
JXxcxMsHbGphe,185.82,Y,14
TteYpTCDZzvBywE,54.72,cghh,1347
fFgV,802.7,F,154
ngcUzKk,433.82,snuB,3525
DKdUitmDnA,742.04,JtD,1775
fUzY,257.12,YYShZhCtdHvEqW,2332
lNcvB,290.7,kXnUKpdhDjt,322
jFsdbmBuIF,352.24,YAFvVjPy,348
gWdivwCgRciyhm,399.53,CGUZrtlX,4347
MaVvLcXFwB,233.6,EvPNWDQirU,821
ROxxldw,116.54,Kd,3575
nZCLxWOWdnl,552.75,mBiWhNoCRSF,3238
uqldYpsLXQgZVd,644.6,XkkzQIjq,2025
qqoDPghvsk,274.73,ogQhhKPMw,652
VdWQ,848.41,BpfgwJV,2561
LyCsLkWN,375.4,QISimsiqiooNBH,3946
NyY,84.5,yNpTH,515
YG,176.9,xvBwYiHgB,25
Ypc,182.13,xhdgPPavklmCf,2955
zJsXMjHSVGYBwy,22.43,HZCEdTEoRmiiM,230
Ur,128.7,WbvD,4097
ONngWVBeu,362.5,IPGdOrXmREgWl,3188
SRa,632.71,PKmsJ,3358
LiJ,891.84,wPHPWJsKxoUtET,2942
ZZupkLkM,725.9,fLqw,569
nkgztVbfCsC,875.99,CYv,3945
Rp,692.95,sX,3168
fQLGqpdDuakpkyF,338.88,ImFfsHXrDD,1469
UsdogfJMnHAkKoV,988.21,MKtmPYr,3729
t,389.7,tEyhRpUuiBoIZt,1808
o,189.19,VCXdFooF,2125
PChAQARkQAXtymO,339.81,Y,3767
WKgRTtOvNO,373.93,NpVnNWr,171
mNTcpqsxPAPxf,912.36,hFSSuDwpuaV,1291
SdAJ,121.24,kKEhuBNhoA,1755
vZmzSW,324.86,qZEiIaLbIP,967
LnykEAtyuB,344.49,oZwXaBVlVnDM,2363
yLYJl,35.42,VEkyEiReX,2982
WvtbXtUCHlWDS,549.32,Ce,35
fSDFQZ,231.22,kUcoUUOI,2402
iNgekDzfQpRlOU,247.67,jCOM,636
cl,110.26,ZwfTYZFCVQb,327
Pf,408.67,J,3009
pIMmFnSiy,842.77,uUMM,941
bTelJJMTk,50.39,bXfhPKa,399
sIWUht,468.48,dLDaQJapev,4340
vA,393.91,FZfndTXkNbeSr,3081
HuexJUkuSepl,775.43,jrbjouCrdUgkxwy,1243
HNge,824.93,ql,1122
nBvxHGDhjwI,222.51,T,3197
PnebkZbYm,709.88,VIZntb,1999
SefwsLjH,810.56,Xm,2924
oCKQNVAj,668.7,RqClK,3365
pvW,952.38,hlIgR,21
sOK,95.05,mfjSirs,1068
gwCOXigiXrSjQ,566.21,rPbXfIvfxxtAgjK,182
mTcROfjz,431.46,IpDDl,3979
tTLxMbsJS,517.32,xnmwfXcLtOt,2552
lCKDJjr,37.26,V,1569
RJwz,514.49,Ms,4221
X,916.13,mXYDwLH,1586
hGx,206.62,DXGzhwmgOHeLSdX,1915
FVcjfKzCuJMW,376.26,rSOPx,2536
paWYokBdNEgZC,964.6,iDiyCFfzd,3538
aMXYbrtNVKEFV,489.4,IcFe,4225
x,43.2,DoqagPlnCIpR,3727
CKWBiWv,539.38,OrqrF,4877
uY,690.14,NBFZK,2949
og,804.3,R,3287
JDyleRteyeSW,241.88,qot,4282
taPru,706.43,DtVWtEi,1595
nlMJuWUtck,96.17,NnuAovojVA,3646
WKVWbyQoXBz,206.26,fea,4650
eDdDGCnjJ,565.56,AEJUMoySWR,4715
EMTyY,549.19,dyeTDCymUrObaO,316
QepmkTMZ,869.52,czKKwyQtX,1106
QEEWcZIJZl,861.3,nqthekzgEurKgj,202
WdeWb,972.54,D,4199
ENyfYRNGIYg,676.29,HJwgonATfE,4081
aKIBccBODVnIyXS,383.51,pArG,2826
lgAMQJCpDy,17.52,HHbBgcMsotjJq,3141
avQSEW,933.57,SFNFlijHzOkN,1443
gECDowgfq,354.47,lMMHHmbOFjrb,376
cOBk,504.46,TZL,4620
ZqzdWmSfjPaar,573.14,xEtmyRqeXwdAJUS,2667
zINH,57.63,qhXLsCL,1020
WPcvMyyVpxZka,748.9,nGlSVzccuirERP,2495
YmtgVsq,115.81,DNGqBMYJ,4095
IitsCF,18.74,fRzylWMbxeKEI,2412
BOViCMtudEZHRN,734.34,ByWosyFdpQGEh,4312
t,51.29,RpVCpo,3180
bZQYCOPQN,355.55,m,4686
tvSRcXcCsiIcwy,320.17,Hr,1258
xgzwSzYvC,593.31,WgD,4082
gWIJwhMBAXQuL,467.52,Cfx,1132
QdAwFaC,924.47,xPLon,4228
PgQkHDpaQfLq,776.9,kE,3926
JQ,823.75,uZw,4369
HvegQGUrdp,9.04,fUrqWCcFLsDiKw,4758
fFWlmnvDP,792.31,hweXikE,218
CxmazhsolzwP,834.24,afBioP,2571
nFDYopEWOUw,791.07,ngvLDcUq,2881
wHLff,619.41,jUch,4949
TZIl,499.69,KDQhYvjdS,4266
xZJFrcaiheXfYNT,636.63,UI,4684
UQQsBnTODTWrWM,740.11,yOb,1520
UEfyBaXLFYe,264.21,sCEIwDw,4412
ol,468.02,LRknbjkUWOKOs,62
vufz,103.31,YxunOmrhbaIMkDQ,4321
uH,792.65,azDJGPYkUp,1934
pJVXG,425.49,fG,1148
aDJmPPiKKIxoJ,120.11,dMeGhGA,4046
DsUoZbPZymtzW,789.56,lqGTjoFheGgiQqi,1132
OcUuTSlojkrokE,20.95,n,4478
HLNeHFNaiFqI,877.86,UvOSRCAR,2316
oA,260.13,DAWVllGPNq,1323
TtC,217.46,CORnjFKensjYdLT,4350
lvvkosR,811.85,vfGWmDzbdPIp,4933
Az,683.56,HPCvDysm,3242
MWWCBcnWVPOYUeD,208.85,wfLFiFpxzV,1453
gavzs,966.92,uBYwqSxTfg,3383
D,226.79,ma,962
uxEYTJa,674.62,weDkYYEywz,3341
EUSUIiMmE,936.32,ofHroV,2157
YduKN,379.27,mDEAw,1347
dlWzKniu,258.11,qWV,628
FiFJTbmql,686.9,SDT,84
TjeTDsN,321.3,MFuOlWqKBIbmzO,2411
purxT,492.71,G,1550
AUOmVXpZOe,251.58,uocxSJdOHhYr,2190
BTdVaczlKiQLuH,164.79,fGmDpTZjPOM,3620
xonjeOUQkGZG,986.33,QnTkZRRdk,570
XhPxE,708.5,fvkLENfk,4379
hTk,31.99,NHKPwydcQPY,2974
iTCWJVQbU,809.82,Wb,2388
BMMsTMth,755.98,jjmv,2045
TSmHyMQPlrlBnS,980.45,FAYwUZClWtCpp,3646
KbgYqjtNejbqAV,735.97,rV,2780
wKeAewNeSAs,2.96,zvHNHKdHaklZeB,2421
OcUwCVWmpvOgjRe,770.59,dfLnQfrpRqjO,1687
ylToEPSbLSS,592.34,VaKCmUfsouTYR,2662
xfkCWkiOrEb,743.8,lWUfxiJb,934
lTdlLnPEGZjl,599.41,uagnlDRirwTD,3987
NC,690.75,InHpGs,1658
qfMsKVARgEDX,32.89,M,4148
Tj,64.31,LTCouVgNFm,801
LbLKKcJtLQfJj,452.07,epx,4617
hJNOvwVYnSoX,22.85,sEvLEXgvhyW,4903
cyrCZpWBM,925.57,qkTCf,2547
iJKpliAPEBMzfAo,199.3,TBQnlTxsgEFNMI,80
cqZcmSHKyUf,693.57,RoRpcb,773
RBUVffEgpy,105.28,tapLNlOEmPyT,3228
cuPtlUejid,896.8,bzdzOBqFw,1011
DJOfihpwBwWZph,643.55,HevkYt,4582
NkgZxC,385.4,rgpRXOlK,3732
ILrEFMaZm,980.23,UtjdqViqrjRe,3618
wcjifunDXVHz,830.99,eWSzRpcPUYedNZ,502
oChAgqWodgvCH,920.44,erYGoY,3419
Q,998.77,ZXpFYdd,4749
slLcVwKvmt,184.69,njhDd,355
kTyG,929.21,mXQ,3006
zg,3.64,GYcgSPSuQ,4389
cOMnSHdAa,405.18,rlFzKGlephm,1985
ONxCGwoNWZSMD,690.66,AeTcU,2605
XpsQMJWNSVZ,363.12,PKtR,2250
E,514.48,wCjRulTMsxVap,4048
YVNVvudfgHHKBX,333.06,FhwMzLwNGhsrjvQ,536
lpXnmEjm,414.71,yTXQrnXUDW,3035
CwJCyqvjYhDEGTn,650.91,fbIZkAMELNhO,1885
xNSXjSFIAdIX,45.7,UIsqVFiemkvdCY,3862
ym,60.66,FZID,2354
riZUQsOarTG,280.34,kA,1434
uqTWTmmpzD,74.19,AtDLxHLxKzCG,3493
IUZWobE,105.85,hmhnHOpaZKkM,1676
gBxfNLFHrFtbqOf,152.25,kQYRj,1427
uMYAUznJcH,64.2,LJUcaOo,4199
eC,558.58,Pdu,1998
NSiUeNeQieMICdH,956.89,rKRELRnZqfRv,3817
hSMWjOCevNY,147.69,yOJ,2225
XKSOJDYx,538.89,uMnyWBinpGq,4490
TpdR,488.0,g,1392
J,325.74,HjMsMSukgvl,2356
EpqzLeR,820.47,HsMmvznWXyeLEr,2721
mZS,940.11,udg,1077
TwJiJ,683.26,s,2859
uZVKZGf,945.97,eUeysjwr,3633
y,109.41,MUmRHBktHbmuBir,1442
FkMYnIPqwEdSgz,21.31,gDgzwWZ,3623
ZCrCBhVlWmk,679.98,JkiX,4927
IxZ,548.45,hIHxCGZi,4426
PxKRNCJxtMKQZt,973.68,rruM,2704
hYJdsbPcrhyz,235.08,UVM,3256
lQzCSGHye,881.23,WmLSx,2366
FQiKF,9.2,aNlP,4972
vjxpLjRBddCs,784.55,BbjxUHpNHpet,2657
GRikyupCb,870.0,Xb,1934
pLQPPflOmUV,105.74,gS,676
jfROpHEZdgh,204.64,auyZSTNxIvRIPV,1679
MAR,963.8,ypUkQZBxc,1947
TfYt,289.92,LnxZXBamKewgt,2173
lx,554.71,YSfM,123
pvwwghPlQzt,389.85,jPHkZjHRzyBcpHx,4967
Ab,898.29,lGpwNUzvmsSn,295
XAHvCuvSgvRQW,741.72,Gjh,513
crbU,853.78,jyXfHyPCXoWM,1347
qDloeDZxN,844.69,EztzEZYwSFaodw,4456
ZqnV,896.71,UBKpbUMbMeB,1710
c,392.2,vpkT,3948
xzhZBE,537.48,lSk,3620
nSuI,345.91,okXmoxjeeOll,2094
qQDLLIrVSRJIMFR,655.04,JBin,4323
EOdMXE,583.45,GfohA,4387
C,17.74,OviPbylHwNa,2194
hLHnD,11.26,sEjPt,4190
WMXfZBLpNFOi,233.6,yAsBVahzosjTm,1199
ioPIxTB,732.12,Udi,3208
pU,993.06,EvpXfMLOEqiGtA,4954
eWovvPIedmua,138.62,RZMyrpsIJFfZb,4275
hwQgKquNucO,973.82,otyKzzlBh,2814
plGJN,400.58,bSQUaYMIURxoUfZ,1191
RqnoHuhTCH,252.18,dBQkeMrK,2275
OvDFHA,876.81,dUkZEQEEUzq,1590
RXjLnglukzakLll,652.95,WN,585
xDXcuZ,84.32,rVMMNAp,3407
KjIZ,956.12,VPlKUhtirKgG,3827
VwKGbda,976.26,WvLGEwb,1325
VhXw,374.08,JrtvrejGx,1545
xecWrMtlzToeAZg,903.94,dWEj,2978
drSUzhMvunwTqi,783.17,mNQIRMtgwY,4411
eO,495.25,kCfzFEMMVWcuD,4989
DBzspdysSyK,595.37,SYyVIiHRpAPtaA,38
dDLbYgqxVpNf,176.04,vmWbOxUWCFOd,3483
oug,984.41,teQFvPC,1555
MQsrln,277.28,JrAMSVXVKI,1727
P,458.98,Ter,4057
PgIHMIIGzPeJqpF,121.12,wNKe,963
kEwphM,423.03,ptTDyJZd,267
qgWMvGjoU,783.76,Fa,1752
GFCXdw,567.72,fzbKAsh,139
WsT,431.58,bQfwVuTYPtht,2119
pvKbSg,968.85,xZq,1518
GoQAPaCGOzwcWyX,93.14,qIuIrqqNFuwNa,1850
pfrygRqr,132.67,kEhbPGNGrUW,2575
OjCjOVrFMrVRv,470.63,B,235
SKuDy,540.48,CDklSBUOMbbli,1563
Ditzxl,721.65,InxLVOhkNyWlIhN,2732
PAuSu,595.33,D,4465
wypWrqv,524.97,HWJ,3898
uVLBgMxP,141.83,rJZchHqLkSvJYm,4547
JMb,78.06,Iap,170
dqLP,949.3,fWEdRLWkbuZdlW,153
gZ,610.97,hrdUDeeJvWbu,1151
KqQOCcDCYyuzSIM,800.37,toledSawAbrjSN,4579
iU,256.74,IMLvN,2191
opWIu,757.3,KGdYnWUIGankRD,1181
ohOSbAxDXG,147.31,IYqtH,4273
pkMlvhJEjPygFbV,403.86,ZkAXExAR,941
pw,871.02,yybtvuAI,1910
BmV,66.94,ZgvLki,2995
wRfMgbFIJfwp,219.84,mGDEqiDvhpqYhwh,3773
hvImnQ,715.3,mcdUyqYEddaLbK,3743
SwuswjLZKhA,266.32,NgZFgCxaV,993
J,779.32,DHacLPx,3959
LgfDewxqLqGeGEu,615.35,QrUHxNrzYPeJCnd,4234
fqOTPAGP,551.24,YjIzJr,4966
LmOLEET,909.22,oPe,2739
xYKspNM,699.74,plxYaIhXU,3241
gz,274.32,QhvQayAKbaD,1359
Plf,80.8,VkwkiEktvGGbPj,1680
GoBFXsDlyf,304.81,CVEfNGFGdbajSUm,4195
qnBEVmRX,855.93,P,2283
QGQjmrsjLybeqSm,629.77,s,3188
cUEwCdpyEij,393.35,EiOUJzPwfmAu,3504
ngEW,374.4,BaPIwSy,1620
VilMNFAyGIssSHT,235.77,LdPmZmN,3343
FfIYSMkcZhWIffI,791.35,FEbDmtAeBT,2401
ZDUlOkVFkrGG,612.48,CdOOxRdM,3688
jdgffJYzaW,30.92,cLHlDVsWgzccsv,4150
ZG,234.71,KdOnX,3756
IhAGKU,132.94,aykOq,940
ZPT,498.27,MhXdwRGKYG,4507
GDVapdFSSi,443.17,j,4169
oqNtDClKwx,668.8,S,4656
WpHqgSaNu,725.78,xwPnxCSeJzeI,4267
rRMKjD,316.71,ocEzwrvPCXOc,565
IOcGKymNL,352.9,QJpksvs,3062
EysaeSX,987.55,o,3191
CBscp,536.01,kmWJa,1795
i,192.31,FecOevEu,3607
sFvUNXURNih,451.43,RNs,2184
lfDopkcU,917.67,ncABpVvlBSb,4022
Sk,78.36,iObLBG,916
azgpxYembJKmZ,392.13,LO,2552
dSMHFJOQOsIaPr,226.41,GdUDGYn,2326
N,470.28,bHCeCNEBs,1853
yrhqlUFkPRbfmeo,462.05,XqdjBvIFMUaz,301
RbT,80.37,veGTrxAh,3495
PXeBoAl,727.13,ukbHnY,1386
sdowNZtZsqrBWYl,188.85,cqOLxjzUoW,444
bicHpIeBvxbw,584.29,PacQnvQlW,4921
FsV,960.49,BPKPVxftpKGh,4268
xVEIbAgEQRRzF,48.4,eoMK,3854
oRWP,479.08,WfZRQMWqSao,4941
n,483.99,oMnBpzflyoeCC,4913
iFHegoguRGeVHN,24.12,d,3718
dVLNNzswqbDFdEj,246.27,hzwizLzCZqwwN,4214
JSCcVFGFuTYY,384.48,yxPGvUvRPEVRs,3586
LhPTNshhlf,48.6,gQWbMukrXduvowY,2499
WDqlTGjE,271.07,udZjoJJZDvfXYg,470
sx,964.77,rHSbgbAdbzj,4716
kOXHiJ,988.58,QedBhUmU,1353
vQGIbkrbGIwq,607.18,fXaOFv,1876
LNRQz,610.71,DHXFU,2227
YwDZgsNbvLCc,154.12,GnZxcXQlBmxiY,4261
XOgUsJqyBm,965.27,eBdkCSTOqowAu,4109
pcKkOdoBZHkEef,501.95,WgU,235
neoddkTkmguw,847.02,gskDpuALpnmeAhj,903
dHGbSOIrUK,967.48,FhoeKwMdg,2605
dPrEnKqUUODoIC,656.44,WTathF,2217
Wrj,557.09,EqS,4190
UHaprQXlijxnUjL,944.53,kGzjQuPtBf,2513
QmYcTDAObpGe,118.05,YV,1566
xYOk,544.42,zKtlr,3950
uyhPdigsyPn,365.24,VXnrHgKir,2049
jBCyPn,709.83,q,4201
JZlRTmqnEMBcEsk,695.97,GFzbkqWWMep,2449
HFoqZUZoujW,363.31,zRntkG,1320
xBmJuK,417.91,cFiqzfNHzSwTWQ,3364
BczfJAczJjj,770.48,cNErwMavLZQDGb,2460
uGueN,365.8,hqgCHTcuIlbPhmc,3205
AGEZGo,316.2,EYdqqKMUJM,4230
OoNIl,966.33,eRRLFHJ,4557
PiCizzJ,258.39,hernrH,1389
KLPXvYwT,407.69,xq,3701
ZRYIm,569.17,pvpPhFTnMsCXqf,2836
lUZfFyeZAXQk,778.19,hsaHJDVhdKKX,1959
hjxTwEapW,969.13,IU,4529
DurhZwiqPni,387.58,fe,991
wbeOMPfhCL,445.03,gvt,853
YpFpWsULkoIoKjW,465.5,uodYNn,1278
QxZkS,50.17,w,2265
FqYegk,43.76,wMnKWdYuAGf,2394
JgO,683.25,EpQGVfOvllBf,4198
GZxqmu,272.83,fLqSTpYlN,16
ZDAWpXfgM,562.25,tuuD,4295
Q,102.84,njy,4539
DxLDwBy,951.96,sVAFqDq,3762
qpKXuecau,906.06,q,4795
wczvLeWn,954.9,KoqFYEnosIMNV,3923
fUjTHL,941.42,GuErlBmT,1482
jJMCjUAFikZhpiP,11.73,cQOgAjAsHTwX,3144
xeCti,168.44,ByyIMejCVDp,2192
K,865.81,Aedp,3973
vGxpgoNnbfaC,368.47,ECwTSFvmeWDvd,4635
WgMOQNJg,412.41,gjZVAcQ,4522
Dlz,202.48,BVROuDgKg,1955
G,552.33,jlDdRnBQ,3880
PFjfaVrpJRKySN,944.27,OXVYlEcCUUvPh,2762
WtkkLFB,660.84,JyKTPGwpcx,2128
jdFVetjUBbMgon,96.63,v,1937
I,424.91,ncLFlVPe,461
AtoHsnmi,576.95,zJ,3635
mon,895.18,Fyb,2360
iUdjPFvuapqEhEb,322.38,UfSrYStRPXck,3665
mluNxvvrU,215.31,MLaAUYtt,3450
MWSE,328.86,Q,1215
ywRlkDySRT,863.44,bEnZ,1
ldhJSGZz,911.67,gDPCGznEFb,2347
IpqpMeqdxVvyDS,422.47,LBnAVZznVts,4877
AskxFLtBPu,416.33,pnqmnbei,3289
yLCPWEZakeKgo,472.97,pySqwjHV,3531
wfVJT,179.05,ma,1855
dnQWvdd,669.77,oEOAdqbDS,2436
UG,35.74,tzgeRFgz,16
zwolkiSMQ,896.55,CkcjxXULB,3325
O,414.76,SlIcTSRzyjFSaK,4598
LCkNIPo,644.16,QmExftCEny,4334
JzQWnr,915.1,HhcMh,684
TazEtEPeF,293.55,zpTFrQFTEw,3410
tNQf,354.34,PbLAoEUlmeic,2363
v,345.8,V,4022
vwEShGy,638.78,dchlYersh,1590
CAaG,146.23,dTHPvfuZH,73
mL,596.56,jFd,389
lsSmIrEQ,272.07,M,1836
nCfcbl,370.79,Ic,3054
LZK,298.81,w,985
hHvn,777.41,g,1742
iEzwLcrnhER,119.78,MsMklHsjNAyHgHK,879
u,452.76,h,2437
j,976.38,PIrGFCSqrEFRm,3461
qevEolOij,899.75,GtnJqoWyGgpb,122
NPGm,283.56,UErtHanSXm,1488
hGYnuArxjiVRKD,832.79,Xnrj,4789
M,236.82,ZQVXfOR,2917
m,964.73,mFsoYGCeoOHVPGS,4760
o,174.85,cVmmtCt,2085
TobDer,820.93,oW,4899
mmqMYcJtTtoFQP,51.08,ATk,3657
wlKxdfFjglEy,716.69,WBFmZN,2314
mWaXuQUFtYBMyGj,807.22,UqLivweKhL,2160
YfMei,711.94,yK,1792
IFWWwtpPYAFM,14.31,MuLWwkLRAwLT,4647
uqRjWYdTc,911.11,MDEKoieRzBf,1595
yBnULpy,40.91,OiDanxtSR,86
uiLTyGGQaxM,427.1,bEHRbKPw,3475
LZmtR,42.48,kgKktZr,4647
aNSKU,849.79,fTwoFwa,1466
TNcvs,125.61,GCSHeaaJEwFE,722
OjYAZMXba,991.69,jDOxWTFJbg,652
fglNSztQE,28.21,fiuUIKqOyTQv,2614
ARtymP,630.71,ADIqadXmrqtyt,4327
eERszDZ,442.91,PixvR,2135
nijjn,838.22,FGpgBMRBYTYT,3192
KkSgbK,533.45,qb,4834
jCEYTA,897.33,E,4785
bAW,632.43,wn,37
IH,941.02,EHdnIhdUdG,496
aZOaluvXmbNJCU,232.74,t,3299
bxGvc,519.81,InnGKm,301
FIXlir,793.5,uFia,1292
qMwBF,393.08,ko,1702
BgytWg,962.79,bTbbOc,2543
xxsKXDVp,13.47,hjaMFVqrERwv,3473
r,423.11,x,3379
fjHSJjW,25.08,wsarJhRhwCH,2037
onyjCPsvUKMa,336.55,DBiJOoefZmZc,1002
YLeIxpKxZLppYHH,391.01,GPxQKLt,1164
ZaagPWqndmSRB,561.61,YAiPDoFWjb,4033
bzZM,930.93,nsjwogVEq,1984
Sw,976.29,ytV,1091
r,286.15,RDrwbJuR,3790
vojMnK,128.96,nBfm,4364
XimzUDH,587.38,LGirzdvGtEU,4831
qgpiFShdsghA,895.12,IvZ,4368
iHRIqEFsq,258.93,MalljABNykzphY,1662
ksKbp,11.8,QtrdatLDmR,2204
bQZXsjxz,863.09,WuuLXrofIEOlw,2088
qfXcaU,409.03,MgTNehmWEhorAg,1111
zOxliOhCXPzDlEx,976.9,bBEN,4575
TyPWIePQbpXcfv,537.56,fVVeSexVeYElp,4825
MaRZWIUjz,51.5,T,3071
UjgCRVZ,406.93,SRLFEIyCbMu,3420
pUzkxow,855.9,fQzPlRJIZRVAnI,1938
ayconWJeVYA,469.71,MB,2512
YKcjuYDbLnD,606.72,GcPPyNN,687
CFmqKj,531.15,UupzGjnEfoM,2165
QvSBIbj,842.63,fNlFodBRNIOWcGw,3578
veVlJXGd,826.82,kZCRMc,1688
MNCxtixYRscv,15.69,CHaPFCzW,275
rUEmeIZLrsvlwc,712.18,sJdhqBwcvYuQbxG,2328
yQZCIACpqWB,180.34,IxfZsOicq,3440
vOeYZABUlWZmFmy,711.09,xILfutKREbjcGPp,1492
e,291.61,GmDGBvQgwzUpGY,3800
zOqFBVCICjKbZ,499.81,hEbNtoeWbmjIa,2184
AclWyfG,329.47,po,3652
Dv,565.9,eGziBb,3209
uJ,735.83,auvvHQyMAZthyGw,1484
FmEgRiXW,677.06,kJVfazlSOzHRrzR,4609
aM,387.71,VUCtmKClNUy,3088
Eot,582.17,IfHHknMts,3091
QJHFDKvmnJ,459.77,ZHYKP,3511
JaCPaj,650.7,SJGDoUB,466
OaFSQo,540.46,Hvq,1199
mtPAmtA,136.98,vCTksvubGCkcjZ,1245
MCdRj,326.41,uThFudxXGJx,534
PmVwzmoqpgaKmK,970.12,gdu,331
nUANVTHGbS,157.13,nSNaBcNM,858
ZXVNWYx,256.14,fxqsLvlfHQ,544
EOCIziV,303.7,CVgIfBKszQpsvLd,4324
lCuc,706.3,BXFTnACEohM,2767
pycGVCdpXNYR,788.21,T,4931
wTPdc,840.65,bDZL,1738
KuZOAXsbxaEhYL,507.02,xbYKsreAunQEPx,807
Vnhf,222.8,aiHjrJTB,2742
IyTvgrhBtY,898.16,fYAWH,4073
ylmB,410.48,xsBiixWbrMyd,1407
LngF,283.24,u,3812
FBzgZQfmdeXCQXP,97.3,x,517
eVG,693.74,c,3908
AAiAsxRNwa,661.22,uFqidGc,1549
os,198.51,IIROSvkZOnGACUZ,2319
AJgzl,64.13,uhr,1585
RBaxP,748.71,KwbyQ,1679
NzJdjHHz,559.22,iALkIDaObUmhFRq,2909
CrsyS,189.99,WJytZRLhjMuKxs,2386
zDs,60.36,vHAbw,4230
